ch1_uv,label
72.01062076542769,2
63.75206006225982,2
41.39351767075639,2
30.516388939754645,2
16.416407251419084,2
-10.574986266251576,2
-21.452114997253318,2
10.373557956418077,2
24.070683025087,2
64.96062992125972,2
98.59915766343153,2
96.7863028749313,2
76.03918696209479,2
59.119208936092406,2
38.17066471342257,2
16.013550631752448,2
18.632118659586315,2
34.74638344625542,2
46.0263687969238,2
83.08917780626274,2
100.81486907159876,2
97.99487273393159,2
70.19776597692746,2
54.28492950009168,2
12.387841054751991,2
-17.423548800586044,2
-26.890679362754003,2
-8.157846548251214,2
29.307819080754374,2
81.88060794726248,2
112.09485442226713,2
99.20344259293184,2
64.35634499175977,2
37.969236403589235,2
-5.136421900750709,2
-34.947811756088555,2
-28.300677531587596,2
-0.302142464749977,2
14.603552462918854,2
48.6449368247573,2
66.16919978026,2
63.550631752426135,2
45.62351217725679,2
32.32924372825487,2
4.330708661417437,2
-21.250686687419815,2
-31.12067386925478,2
-18.430690349752815,2
0.7049990844166131,2
40.38637612158943,2
70.39919428676079,2
73.4206189342613,2
48.443508514923984,2
20.04211682841954,2
-7.7549899285845765,2
-33.94067020692179,2
-29.91210401025451,2
8.35927485808453,2
31.322102179087917,2
73.82347555392792,2
123.3748397729355,2
123.57626808276883,2
74.83061710309451,2
38.77494964292252,2
9.769273026918123,2
-23.466398095586865,2
-15.610694012085629,2
12.387841054751991,2
35.552096685588694,2
76.2406152719281,2
99.20344259293184,2
100.41201245193176,2
80.8734663980955,2
53.076359641091386,2
13.797839223585582,2
-13.999267533418719,2
-1.7121406335835698,2
27.69639260208746,2
52.27064640175775,2
88.72917048159674,2
110.48342794360022,2
108.87200146493332,2
83.29060611609607,2
62.34206189342623,2
33.94067020692179,2
25.883537813587232,2
22.66068485625341,2
34.1420985167551,2
50.45779161325753,2
90.13916865043034,2
127.00054934993595,2
137.2733931514374,2
96.7863028749313,2
63.75206006225982,2
17.62497711041936,2
-14.804980772752172,2
-17.02069218091922,2
7.3521333089179395,2
36.96209485442229,2
70.80205090642741,2
95.3763047060977,2
108.67057315509963,2
100.00915583226512,2
82.68632118659575,2
36.559238234755654,2
1.9135689434168879,2
7.150704999084256,2
25.480681193920596,2
50.860648232924525,2
88.52774217176342,2
114.310565830434,2
106.05200512726614,2
80.26918146859556,2
70.39919428676079,2
34.74638344625542,2
13.5964109137519,2
9.164988097418169,2
29.307819080754374,2
42.19923091008965,2
63.95348837209314,2
81.88060794726248,2
79.06061160959527,2
59.92492217542567,2
39.98351950192279,2
20.04211682841954,2
3.3235671122504806,2
0.302142464749977,2
20.444973448086543,2
38.17066471342257,2
63.550631752426135,2
88.12488555209679,2
90.34059696026367,2
77.44918513092837,2
44.6163706280902,2
-5.337850210584211,2
-34.3435268265886,2
-19.840688518586404,2
13.999267533418903,2
35.95495330525533,2
69.79490935726047,2
97.59201611426494,2
98.59915766343153,2
71.40633583592736,2
54.08350119025835,2
35.75352499542201,2
17.423548800586044,2
14.603552462918854,2
21.653543307086448,2
34.1420985167551,2
51.666361472257805,2
68.18348287859355,2
60.93206372459263,2
31.926387108588234,2
20.04211682841954,2
6.74784837941762,2
-17.826405420252676,2
-14.804980772752172,2
12.790697674418627,2
37.969236403589235,2
68.9891961179272,2
100.21058414209844,2
98.19630104376489,2
82.48489287676242,2
56.0977842885919,2
17.020692180919408,2
-21.653543307086636,2
-34.74638344625524,2
-31.724958798754734,2
-24.674967954587135,2
21.452114997253133,2
68.38491118842687,2
91.34773850943063,2
68.58633949826056,2
41.79637429042302,2
17.222120490752726,2
-14.804980772752172,2
-24.070683025087,2
-5.942135140084164,2
19.639260208752905,2
48.04065189525735,2
68.58633949826056,2
72.61490569492764,2
40.38637612158943,2
12.186412744918673,2
-3.3235671122504806,2
-13.999267533418719,2
-35.552096685588694,2
-26.689251052920685,2
-6.546420069584302,2
27.494964292254142,2
54.889214429591625,2
51.666361472257805,2
28.300677531587784,2
22.25782823658677,2
3.5249954220837987,2
-22.45925654642009,2
-21.854971616919954,2
4.934993590917391,2
29.710675700421003,2
67.17634132942696,2
89.73631203076371,2
89.73631203076371,2
69.1906244277605,2
42.80351583958997,2
12.992125984251945,2
-12.186412744918488,2
-19.437831898919587,2
-11.380699505585033,2
2.3164255630835235,2
50.45779161325753,2
78.65775498992865,2
89.93774034059703,2
71.80919245559437,2
53.47921626075803,2
14.603552462918854,2
-21.653543307086636,2
-35.14924006592206,2
-19.23640358908627,2
1.5107123237502518,2
36.760666544588965,2
83.69346273576271,2
104.44057864859923,2
77.44918513092837,2
49.04779344442394,2
10.776414576085081,2
-11.582127815418353,2
-14.804980772752172,2
5.942135140084348,2
33.33638527742183,2
62.543490203259545,2
90.7434535799303,2
84.70060428492965,2
59.72349386559235,2
41.5949459805897,2
18.229262039919316,2
-11.98498443508517,2
-24.876396264420453,2
-13.193554294085263,2
8.157846548251214,2
39.782091192089474,2
73.01776231459428,2
75.63633034242815,2
49.24922175425762,2
14.603552462918854,2
-20.646401757919858,2
-35.954953305255515,2
-25.883537813587232,2
6.344991759750984,2
24.473539644753636,2
73.6220472440946,2
108.87200146493332,2
105.04486357809915,2
75.43490203259482,2
51.666361472257805,2
8.560703167917849,2
-28.703534151254413,2
-40.38637612158943,2
-22.056399926753272,2
2.9207104925838445,2
44.6163706280902,2
73.6220472440946,2
77.44918513092837,2
58.112067386925446,2
43.81065738875656,2
14.200695843252218,2
-8.157846548251214,2
-19.840688518586404,2
-8.762131477751351,2
3.5249954220837987,2
30.11353232008801,2
55.29207104925827,2
54.889214429591625,2
28.300677531587784,2
20.444973448086543,2
-3.7264237319172997,2
-27.89782091192096,2
-27.29353598242082,2
-8.157846548251214,2
-5.740706830250846,2
15.006409082585494,2
44.6163706280902,2
59.32063724592572,2
44.2135140084232,2
41.99780260025634,2
18.229262039919316,2
-13.193554294085263,2
-31.724958798754734,2
-17.222120490752538,2
-11.783556125251852,2
15.207837392418808,2
53.68064457059135,2
64.7592016114264,2
50.25636330342421,2
22.25782823658677,2
-19.034975279252954,2
-56.90349752792535,2
-53.68064457059153,2
-20.042116828419722,2
7.150704999084256,2
28.90496246108773,2
55.69492766892526,2
67.7806262589269,2
51.867789782091116,2
25.682109503753914,2
-1.9135689434168879,2
-33.33638527742164,2
-40.18494781175611,2
-18.430690349752815,2
3.1221388024171626,2
26.890679362754188,2
53.68064457059135,2
64.35634499175977,2
38.77494964292252,2
15.006409082585494,2
-16.8192638710859,2
-44.01208569859007,2
-33.73924189708847,2
-0.9064273942501144,2
17.423548800586044,2
48.24208020509066,2
88.72917048159674,2
95.3763047060977,2
63.550631752426135,2
45.01922724775684,2
20.243545138253225,2
-15.610694012085629,2
-22.45925654642009,2
-11.179271195751717,2
-9.164988097417986,2
11.783556125251671,2
41.39351767075639,2
47.83922358542403,2
28.099249221754093,2
13.193554294085263,2
-11.98498443508517,2
-51.666361472257805,2
-57.30635414759199,2
-30.314960629921327,2
-4.934993590917391,2
26.68925105292087,2
58.313495696758764,2
65.36348654092673,2
47.23493865592371,2
29.509247390587692,2
1.1078557040836157,2
-35.552096685588694,2
-21.653543307086636,2
8.35927485808453,2
26.286394433253868,2
48.443508514923984,2
67.7806262589269,2
66.16919978026,2
39.782091192089474,2
14.200695843252218,2
-1.9135689434168879,2
-25.682109503753914,2
-38.573521333089204,2
-19.23640358908627,2
11.783556125251671,2
35.75352499542201,2
70.19776597692746,2
78.85918329976197,2
56.903497527925175,2
39.379234572422476,2
15.610694012085812,2
-17.423548800586044,2
-27.494964292254142,2
-13.394982603918763,2
